,latitude,longitude
98,-23.249999999999474,-48.14999999998821
99,-23.249999999999474,-48.04999999998819
100,-23.249999999999474,-47.949999999988165
101,-23.249999999999474,-47.84999999998814
102,-23.249999999999474,-47.74999999998812
103,-23.249999999999474,-47.6499999999881
104,-23.249999999999474,-47.549999999988074
105,-23.249999999999474,-47.44999999998805
106,-23.249999999999474,-47.34999999998803
107,-23.249999999999474,-47.249999999988006
108,-23.249999999999474,-47.14999999998798
109,-23.249999999999474,-47.04999999998796
110,-23.249999999999474,-46.94999999998794
111,-23.249999999999474,-46.849999999987915
112,-23.249999999999474,-46.74999999998789
113,-23.249999999999474,-46.64999999998787
114,-23.249999999999474,-46.54999999998785
115,-23.249999999999474,-46.449999999987824
116,-23.249999999999474,-46.3499999999878
117,-23.149999999999473,-48.24999999998823
118,-23.149999999999473,-48.14999999998821
119,-23.149999999999473,-48.04999999998819
120,-23.149999999999473,-47.949999999988165
121,-23.149999999999473,-47.84999999998814
122,-23.149999999999473,-47.74999999998812
123,-23.149999999999473,-47.6499999999881
124,-23.149999999999473,-47.549999999988074
125,-23.149999999999473,-47.44999999998805
126,-23.149999999999473,-47.34999999998803
127,-23.149999999999473,-47.249999999988006
128,-23.149999999999473,-47.14999999998798
129,-23.149999999999473,-47.04999999998796
130,-23.149999999999473,-46.94999999998794
131,-23.149999999999473,-46.849999999987915
132,-23.149999999999473,-46.74999999998789
133,-23.149999999999473,-46.64999999998787
134,-23.149999999999473,-46.54999999998785
135,-23.149999999999473,-46.449999999987824
136,-23.149999999999473,-46.3499999999878
137,-23.149999999999473,-46.24999999998778
138,-23.04999999999947,-48.349999999988256
139,-23.04999999999947,-48.24999999998823
140,-23.04999999999947,-48.14999999998821
141,-23.04999999999947,-48.04999999998819
142,-23.04999999999947,-47.949999999988165
143,-23.04999999999947,-47.84999999998814
144,-23.04999999999947,-47.74999999998812
145,-23.04999999999947,-47.6499999999881
146,-23.04999999999947,-47.549999999988074
147,-23.04999999999947,-47.44999999998805
148,-23.04999999999947,-47.34999999998803
149,-23.04999999999947,-47.249999999988006
150,-23.04999999999947,-47.14999999998798
151,-23.04999999999947,-47.04999999998796
152,-23.04999999999947,-46.94999999998794
153,-23.04999999999947,-46.849999999987915
154,-23.04999999999947,-46.74999999998789
155,-23.04999999999947,-46.64999999998787
156,-23.04999999999947,-46.54999999998785
157,-23.04999999999947,-46.449999999987824
158,-23.04999999999947,-46.3499999999878
159,-23.04999999999947,-46.24999999998778
160,-22.94999999999947,-48.349999999988256
161,-22.94999999999947,-48.24999999998823
162,-22.94999999999947,-48.14999999998821
163,-22.94999999999947,-48.04999999998819
164,-22.94999999999947,-47.949999999988165
165,-22.94999999999947,-47.84999999998814
166,-22.94999999999947,-47.74999999998812
167,-22.94999999999947,-47.6499999999881
168,-22.94999999999947,-47.549999999988074
169,-22.94999999999947,-47.44999999998805
170,-22.94999999999947,-47.34999999998803
171,-22.94999999999947,-47.249999999988006
172,-22.94999999999947,-47.14999999998798
173,-22.94999999999947,-47.04999999998796
174,-22.94999999999947,-46.94999999998794
175,-22.94999999999947,-46.849999999987915
176,-22.94999999999947,-46.74999999998789
177,-22.94999999999947,-46.64999999998787
178,-22.94999999999947,-46.54999999998785
179,-22.94999999999947,-46.449999999987824
180,-22.94999999999947,-46.3499999999878
181,-22.94999999999947,-46.24999999998778
182,-22.94999999999947,-46.149999999987756
183,-22.94999999999947,-46.04999999998773
184,-22.84999999999947,-48.44999999998828
185,-22.84999999999947,-48.349999999988256
186,-22.84999999999947,-48.24999999998823
187,-22.84999999999947,-48.14999999998821
188,-22.84999999999947,-48.04999999998819
189,-22.84999999999947,-47.949999999988165
190,-22.84999999999947,-47.84999999998814
191,-22.84999999999947,-47.74999999998812
192,-22.84999999999947,-47.6499999999881
193,-22.84999999999947,-47.549999999988074
194,-22.84999999999947,-47.44999999998805
195,-22.84999999999947,-47.34999999998803
196,-22.84999999999947,-47.249999999988006
197,-22.84999999999947,-47.14999999998798
198,-22.84999999999947,-47.04999999998796
199,-22.84999999999947,-46.94999999998794
200,-22.84999999999947,-46.849999999987915
201,-22.84999999999947,-46.74999999998789
202,-22.84999999999947,-46.64999999998787
203,-22.84999999999947,-46.54999999998785
204,-22.84999999999947,-46.449999999987824
205,-22.84999999999947,-46.3499999999878
206,-22.84999999999947,-46.24999999998778
207,-22.84999999999947,-46.149999999987756
208,-22.84999999999947,-46.04999999998773
209,-22.84999999999947,-45.94999999998771
210,-22.749999999999467,-48.74999999998835
211,-22.749999999999467,-48.649999999988324
212,-22.749999999999467,-48.5499999999883
213,-22.749999999999467,-48.44999999998828
214,-22.749999999999467,-48.349999999988256
215,-22.749999999999467,-48.24999999998823
216,-22.749999999999467,-48.14999999998821
217,-22.749999999999467,-48.04999999998819
218,-22.749999999999467,-47.949999999988165
219,-22.749999999999467,-47.84999999998814
220,-22.749999999999467,-47.74999999998812
221,-22.749999999999467,-47.6499999999881
222,-22.749999999999467,-47.549999999988074
223,-22.749999999999467,-47.44999999998805
224,-22.749999999999467,-47.34999999998803
225,-22.749999999999467,-47.249999999988006
226,-22.749999999999467,-47.14999999998798
227,-22.749999999999467,-47.04999999998796
228,-22.749999999999467,-46.94999999998794
229,-22.749999999999467,-46.849999999987915
230,-22.749999999999467,-46.74999999998789
231,-22.749999999999467,-46.64999999998787
232,-22.749999999999467,-46.54999999998785
233,-22.749999999999467,-46.449999999987824
234,-22.749999999999467,-46.3499999999878
235,-22.749999999999467,-46.24999999998778
236,-22.749999999999467,-46.149999999987756
237,-22.749999999999467,-46.04999999998773
238,-22.749999999999467,-45.94999999998771
239,-22.649999999999466,-48.84999999998837
240,-22.649999999999466,-48.74999999998835
241,-22.649999999999466,-48.649999999988324
242,-22.649999999999466,-48.5499999999883
243,-22.649999999999466,-48.44999999998828
244,-22.649999999999466,-48.349999999988256
245,-22.649999999999466,-48.24999999998823
246,-22.649999999999466,-48.14999999998821
247,-22.649999999999466,-48.04999999998819
248,-22.649999999999466,-47.949999999988165
249,-22.649999999999466,-47.84999999998814
250,-22.649999999999466,-47.74999999998812
251,-22.649999999999466,-47.6499999999881
252,-22.649999999999466,-47.549999999988074
253,-22.649999999999466,-47.44999999998805
254,-22.649999999999466,-47.34999999998803
255,-22.649999999999466,-47.249999999988006
256,-22.649999999999466,-47.14999999998798
257,-22.649999999999466,-47.04999999998796
258,-22.649999999999466,-46.94999999998794
259,-22.649999999999466,-46.849999999987915
260,-22.649999999999466,-46.74999999998789
261,-22.649999999999466,-46.149999999987756
262,-22.549999999999464,-48.94999999998839
263,-22.549999999999464,-48.84999999998837
264,-22.549999999999464,-48.74999999998835
265,-22.549999999999464,-48.649999999988324
266,-22.549999999999464,-48.5499999999883
267,-22.549999999999464,-48.44999999998828
268,-22.549999999999464,-48.349999999988256
269,-22.549999999999464,-48.24999999998823
270,-22.549999999999464,-48.14999999998821
271,-22.549999999999464,-48.04999999998819
272,-22.549999999999464,-47.949999999988165
273,-22.549999999999464,-47.84999999998814
274,-22.549999999999464,-47.74999999998812
275,-22.549999999999464,-47.6499999999881
276,-22.549999999999464,-47.549999999988074
277,-22.549999999999464,-47.44999999998805
278,-22.549999999999464,-47.34999999998803
279,-22.549999999999464,-47.249999999988006
280,-22.549999999999464,-47.14999999998798
281,-22.549999999999464,-47.04999999998796
282,-22.549999999999464,-46.94999999998794
283,-22.449999999999463,-49.049999999988415
284,-22.449999999999463,-48.94999999998839
285,-22.449999999999463,-48.84999999998837
286,-22.449999999999463,-48.74999999998835
287,-22.449999999999463,-48.649999999988324
288,-22.449999999999463,-48.5499999999883
289,-22.449999999999463,-48.44999999998828
290,-22.449999999999463,-48.349999999988256
291,-22.449999999999463,-48.24999999998823
292,-22.449999999999463,-48.14999999998821
293,-22.449999999999463,-48.04999999998819
294,-22.449999999999463,-47.949999999988165
295,-22.449999999999463,-47.84999999998814
296,-22.449999999999463,-47.74999999998812
297,-22.449999999999463,-47.6499999999881
298,-22.449999999999463,-47.549999999988074
299,-22.449999999999463,-47.44999999998805
300,-22.449999999999463,-47.34999999998803
301,-22.34999999999946,-49.24999999998846
302,-22.34999999999946,-49.14999999998844
303,-22.34999999999946,-49.049999999988415
304,-22.34999999999946,-48.94999999998839
305,-22.34999999999946,-48.84999999998837
306,-22.34999999999946,-48.74999999998835
307,-22.34999999999946,-48.649999999988324
308,-22.34999999999946,-48.5499999999883
309,-22.34999999999946,-48.44999999998828
310,-22.34999999999946,-48.349999999988256
311,-22.34999999999946,-48.24999999998823
312,-22.34999999999946,-48.14999999998821
313,-22.34999999999946,-48.04999999998819
314,-22.34999999999946,-47.949999999988165
315,-22.34999999999946,-47.84999999998814
316,-22.34999999999946,-47.74999999998812
317,-22.34999999999946,-47.6499999999881
318,-22.34999999999946,-47.549999999988074
319,-22.24999999999946,-49.449999999988506
320,-22.24999999999946,-49.34999999998848
321,-22.24999999999946,-49.24999999998846
322,-22.24999999999946,-49.14999999998844
323,-22.24999999999946,-49.049999999988415
324,-22.24999999999946,-48.94999999998839
325,-22.24999999999946,-48.84999999998837
326,-22.24999999999946,-48.74999999998835
327,-22.24999999999946,-48.649999999988324
328,-22.24999999999946,-48.5499999999883
329,-22.24999999999946,-48.44999999998828
330,-22.24999999999946,-48.349999999988256
331,-22.24999999999946,-48.24999999998823
332,-22.24999999999946,-48.14999999998821
333,-22.24999999999946,-48.04999999998819
334,-22.24999999999946,-47.949999999988165
335,-22.24999999999946,-47.84999999998814
336,-22.24999999999946,-47.74999999998812
337,-22.24999999999946,-47.6499999999881
338,-22.24999999999946,-47.549999999988074
339,-22.14999999999946,-49.449999999988506
340,-22.14999999999946,-49.34999999998848
341,-22.14999999999946,-49.24999999998846
342,-22.14999999999946,-49.14999999998844
343,-22.14999999999946,-49.049999999988415
344,-22.14999999999946,-48.94999999998839
345,-22.14999999999946,-48.84999999998837
346,-22.14999999999946,-48.74999999998835
347,-22.14999999999946,-48.649999999988324
348,-22.14999999999946,-48.5499999999883
349,-22.14999999999946,-48.44999999998828
350,-22.14999999999946,-48.349999999988256
351,-22.14999999999946,-48.24999999998823
352,-22.14999999999946,-48.14999999998821
353,-22.14999999999946,-48.04999999998819
354,-22.14999999999946,-47.949999999988165
355,-22.14999999999946,-47.84999999998814
356,-22.14999999999946,-47.74999999998812
357,-22.14999999999946,-47.6499999999881
358,-22.049999999999457,-49.449999999988506
359,-22.049999999999457,-49.34999999998848
360,-22.049999999999457,-49.24999999998846
361,-22.049999999999457,-49.14999999998844
362,-22.049999999999457,-49.049999999988415
363,-22.049999999999457,-48.94999999998839
364,-22.049999999999457,-48.84999999998837
365,-22.049999999999457,-48.74999999998835
366,-22.049999999999457,-48.649999999988324
367,-22.049999999999457,-48.5499999999883
368,-22.049999999999457,-48.44999999998828
369,-22.049999999999457,-48.349999999988256
370,-22.049999999999457,-48.24999999998823
371,-22.049999999999457,-48.14999999998821
372,-22.049999999999457,-48.04999999998819
373,-22.049999999999457,-47.949999999988165
374,-22.049999999999457,-47.84999999998814
375,-21.949999999999456,-49.54999999998853
376,-21.949999999999456,-49.449999999988506
377,-21.949999999999456,-49.34999999998848
378,-21.949999999999456,-49.24999999998846
379,-21.949999999999456,-49.14999999998844
380,-21.949999999999456,-49.049999999988415
381,-21.949999999999456,-48.94999999998839
382,-21.949999999999456,-48.84999999998837
383,-21.949999999999456,-48.74999999998835
384,-21.949999999999456,-48.649999999988324
385,-21.949999999999456,-48.5499999999883
386,-21.949999999999456,-48.44999999998828
387,-21.949999999999456,-48.349999999988256
388,-21.949999999999456,-48.24999999998823
389,-21.949999999999456,-48.14999999998821
390,-21.949999999999456,-48.04999999998819
391,-21.949999999999456,-47.949999999988165
392,-21.849999999999454,-49.64999999998855
393,-21.849999999999454,-49.54999999998853
394,-21.849999999999454,-49.449999999988506
395,-21.849999999999454,-49.34999999998848
396,-21.849999999999454,-49.24999999998846
397,-21.849999999999454,-49.14999999998844
398,-21.849999999999454,-49.049999999988415
399,-21.849999999999454,-48.94999999998839
400,-21.849999999999454,-48.84999999998837
401,-21.849999999999454,-48.74999999998835
402,-21.849999999999454,-48.649999999988324
403,-21.849999999999454,-48.5499999999883
404,-21.849999999999454,-48.44999999998828
405,-21.849999999999454,-48.349999999988256
406,-21.849999999999454,-48.24999999998823
407,-21.849999999999454,-48.14999999998821
408,-21.749999999999453,-49.64999999998855
409,-21.749999999999453,-49.54999999998853
410,-21.749999999999453,-49.449999999988506
411,-21.749999999999453,-49.34999999998848
412,-21.749999999999453,-49.24999999998846
413,-21.749999999999453,-49.14999999998844
414,-21.749999999999453,-49.049999999988415
415,-21.749999999999453,-48.94999999998839
416,-21.749999999999453,-48.84999999998837
417,-21.749999999999453,-48.74999999998835
418,-21.749999999999453,-48.649999999988324
419,-21.749999999999453,-48.5499999999883
420,-21.749999999999453,-48.44999999998828
421,-21.749999999999453,-48.349999999988256
422,-21.749999999999453,-48.24999999998823
423,-21.749999999999453,-48.14999999998821
424,-21.64999999999945,-49.8499999999886
425,-21.64999999999945,-49.749999999988574
426,-21.64999999999945,-49.64999999998855
427,-21.64999999999945,-49.54999999998853
428,-21.64999999999945,-49.449999999988506
429,-21.64999999999945,-49.34999999998848
430,-21.64999999999945,-49.24999999998846
431,-21.64999999999945,-49.14999999998844
432,-21.64999999999945,-49.049999999988415
433,-21.64999999999945,-48.94999999998839
434,-21.64999999999945,-48.84999999998837
435,-21.64999999999945,-48.74999999998835
436,-21.64999999999945,-48.649999999988324
437,-21.64999999999945,-48.5499999999883
438,-21.64999999999945,-48.44999999998828
439,-21.64999999999945,-48.349999999988256
440,-21.54999999999945,-50.149999999988665
441,-21.54999999999945,-50.04999999998864
442,-21.54999999999945,-49.94999999998862
443,-21.54999999999945,-49.8499999999886
444,-21.54999999999945,-49.749999999988574
445,-21.54999999999945,-49.64999999998855
446,-21.54999999999945,-49.54999999998853
447,-21.54999999999945,-49.449999999988506
448,-21.54999999999945,-49.34999999998848
449,-21.54999999999945,-49.24999999998846
450,-21.54999999999945,-49.14999999998844
451,-21.54999999999945,-49.049999999988415
452,-21.54999999999945,-48.94999999998839
453,-21.54999999999945,-48.84999999998837
454,-21.54999999999945,-48.74999999998835
455,-21.54999999999945,-48.649999999988324
456,-21.54999999999945,-48.5499999999883
457,-21.54999999999945,-48.44999999998828
458,-21.44999999999945,-50.24999999998869
459,-21.44999999999945,-50.149999999988665
460,-21.44999999999945,-50.04999999998864
461,-21.44999999999945,-49.94999999998862
462,-21.44999999999945,-49.8499999999886
463,-21.44999999999945,-49.749999999988574
464,-21.44999999999945,-49.64999999998855
465,-21.44999999999945,-49.54999999998853
466,-21.44999999999945,-49.449999999988506
467,-21.44999999999945,-49.34999999998848
468,-21.44999999999945,-49.24999999998846
469,-21.44999999999945,-49.14999999998844
470,-21.44999999999945,-49.049999999988415
471,-21.44999999999945,-48.94999999998839
472,-21.44999999999945,-48.84999999998837
473,-21.44999999999945,-48.74999999998835
474,-21.44999999999945,-48.649999999988324
475,-21.44999999999945,-48.5499999999883
476,-21.44999999999945,-48.44999999998828
477,-21.44999999999945,-48.349999999988256
478,-21.349999999999447,-50.149999999988665
479,-21.349999999999447,-50.04999999998864
480,-21.349999999999447,-49.94999999998862
481,-21.349999999999447,-49.8499999999886
482,-21.349999999999447,-49.749999999988574
483,-21.349999999999447,-49.64999999998855
484,-21.349999999999447,-49.54999999998853
485,-21.349999999999447,-49.449999999988506
486,-21.349999999999447,-49.34999999998848
487,-21.349999999999447,-49.24999999998846
488,-21.349999999999447,-49.14999999998844
489,-21.349999999999447,-49.049999999988415
490,-21.349999999999447,-48.94999999998839
491,-21.349999999999447,-48.84999999998837
492,-21.349999999999447,-48.74999999998835
493,-21.349999999999447,-48.649999999988324
494,-21.349999999999447,-48.5499999999883
495,-21.249999999999446,-50.149999999988665
496,-21.249999999999446,-50.04999999998864
497,-21.249999999999446,-49.94999999998862
498,-21.249999999999446,-49.8499999999886
499,-21.249999999999446,-49.749999999988574
500,-21.249999999999446,-49.64999999998855
501,-21.249999999999446,-49.54999999998853
502,-21.249999999999446,-49.449999999988506
503,-21.249999999999446,-49.34999999998848
504,-21.249999999999446,-49.24999999998846
505,-21.249999999999446,-49.14999999998844
506,-21.249999999999446,-49.049999999988415
507,-21.249999999999446,-48.94999999998839
508,-21.149999999999444,-50.149999999988665
509,-21.149999999999444,-50.04999999998864
510,-21.149999999999444,-49.94999999998862
511,-21.149999999999444,-49.8499999999886
512,-21.149999999999444,-49.749999999988574
513,-21.149999999999444,-49.64999999998855
514,-21.149999999999444,-49.54999999998853
515,-21.149999999999444,-49.449999999988506
516,-21.149999999999444,-49.34999999998848
517,-21.149999999999444,-49.24999999998846
518,-21.149999999999444,-49.14999999998844
519,-21.049999999999443,-50.04999999998864
520,-21.049999999999443,-49.94999999998862
521,-21.049999999999443,-49.8499999999886
522,-21.049999999999443,-49.749999999988574
523,-21.049999999999443,-49.64999999998855
524,-21.049999999999443,-49.54999999998853
525,-21.049999999999443,-49.449999999988506
526,-21.049999999999443,-49.34999999998848
527,-21.049999999999443,-49.24999999998846
528,-20.94999999999944,-50.04999999998864
529,-20.94999999999944,-49.94999999998862
530,-20.94999999999944,-49.8499999999886
531,-20.94999999999944,-49.749999999988574
532,-20.94999999999944,-49.64999999998855
533,-20.94999999999944,-49.54999999998853
534,-20.94999999999944,-49.449999999988506
535,-20.94999999999944,-49.34999999998848
536,-20.84999999999944,-50.04999999998864
537,-20.84999999999944,-49.94999999998862
538,-20.84999999999944,-49.8499999999886
539,-20.84999999999944,-49.749999999988574
540,-20.84999999999944,-49.54999999998853
541,-20.74999999999944,-50.04999999998864
542,-20.74999999999944,-49.94999999998862
543,-20.74999999999944,-49.8499999999886
